frequency[Hz],flange_omega_z[rad/s],flange_alpha_z[rad/s2],cycloid_acc_xy[m/s2]
4.281085505689867205e+03,1.146310850953553096e-08,2.160136544171239591e-04,4.355907868977918276e-03
4.282261951280878748e+03,1.112037179418644302e-08,1.890712145942848531e-04,8.082508292285911153e-03
4.283438396871889381e+03,7.742826322932935100e-09,8.886596199174574048e-05,7.071359779000955040e-03
4.284614842462900924e+03,1.175122168467415147e-08,5.544474472822703029e-05,3.637361182503163603e-03
4.285791288053912467e+03,1.306542109401345081e-08,3.772673947363440261e-05,1.659297503884408055e-03
4.286967733644923101e+03,1.299107248752727800e-08,1.228594209139013190e-04,6.425435098516451247e-03
4.288144179235934644e+03,1.731796922035059197e-08,1.253302124412957505e-04,3.664213465313845113e-03
4.289320624826946187e+03,1.150421861989291305e-08,2.051501886488143155e-04,6.450952097325040636e-03
4.290497070417956820e+03,1.305605970616825316e-08,5.947490868802054028e-05,9.523279612006762054e-03
4.291673516008968363e+03,1.091687893150198797e-08,1.382964929781115037e-04,8.984920122420980010e-03
4.292849961599979906e+03,4.134646698139023295e-09,1.746675344051608705e-04,2.845139901188953758e-03
4.294026407190990540e+03,8.029431250328975973e-09,2.253785884360482697e-04,9.085369154033051328e-03
4.295202852782002083e+03,1.852521759153152663e-09,2.848505959931802757e-04,1.613180373950155386e-02
4.296379298373013626e+03,5.667093615241736291e-09,2.726529642589942300e-04,1.258824513138940421e-02
4.297555743964024259e+03,3.004512582637482665e-09,1.951979716063077059e-04,4.478811924035716076e-03
4.298732189555035802e+03,1.970168472850865201e-09,4.667656880666418243e-05,3.145144305029354097e-03
4.299908635146047345e+03,3.068331203788002334e-09,4.753124440670723717e-05,2.161931806731824321e-03
4.301085080737057979e+03,3.370325024295493528e-09,1.111167826106876179e-05,5.877981060387412957e-03
4.302261526328069522e+03,2.989423915235856871e-09,5.859263967239869279e-05,8.639168615991297054e-03
4.303437971919081065e+03,1.944486635980762591e-09,4.295832454493010580e-05,5.666107271273931358e-03
4.304614417510091698e+03,3.051055717413233725e-09,5.085169885664623678e-05,7.025775940869458894e-04
4.305790863101103241e+03,2.087369581434980302e-09,1.941982841196503799e-05,5.286347901171137981e-03
4.306967308692114784e+03,1.660090708738678670e-09,7.374508418773448776e-06,3.759536786747709903e-03
4.308143754283125418e+03,2.943004942821413760e-09,4.116689780202163572e-05,7.227112860449590864e-03
4.309320199874136961e+03,4.153937276228730259e-09,1.732880130579339032e-05,9.060248528720624486e-03
4.310496645465147594e+03,4.841890775427360336e-09,4.908708483154447809e-05,1.393644877340384329e-02
4.311673091056159137e+03,3.686031991051825819e-09,6.345912599695937000e-05,1.937702110166320641e-03
4.312849536647170680e+03,2.859908453190611630e-09,9.163853247994318727e-05,9.655625555117947414e-03
4.314025982238181314e+03,3.139967925650548626e-09,5.530087635097601507e-05,1.026293829583915969e-02
4.315202427829192857e+03,5.198550865362983014e-09,9.514763945386380429e-05,1.034951955886522293e-02
4.316378873420204400e+03,4.972322090022771511e-09,1.160510416497568219e-04,1.488150132388672831e-02
4.317555319011215033e+03,7.484456104209337696e-09,1.188066430976196725e-04,1.427533650765990154e-02
4.318731764602226576e+03,1.004506629774920308e-08,7.682851819449248727e-05,3.825332450306117779e-03
4.319908210193238119e+03,8.274309203646800568e-09,1.376630598462661261e-04,8.398977716783240580e-03
4.321084655784248753e+03,1.107911715954044105e-08,1.402863676517089272e-04,1.096359225538295380e-03
4.322261101375260296e+03,1.198767295498788620e-08,6.609398185646537312e-05,6.600830490496627928e-03
4.323437546966271839e+03,8.453453753998377212e-09,2.913352623776867853e-04,7.819631401292883102e-03
4.324613992557282472e+03,1.297328130006322979e-08,2.492153657956141816e-04,1.052587283383292320e-02
4.325790438148294015e+03,4.872643200296612518e-09,1.144074866444216908e-04,6.660649795387973623e-03
4.326966883739305558e+03,6.285316441866418722e-09,2.772972343078649107e-04,9.737421212956521785e-03
4.328143329330316192e+03,7.649489559705411954e-09,5.160564922971839011e-04,2.238171843548521917e-02
4.329319774921327735e+03,7.539497966415200358e-09,4.314076711150018127e-04,2.092087695967714128e-02
4.330496220512339278e+03,2.939634018893837662e-09,1.681798499617591684e-04,7.421978139602254318e-03
4.331672666103349911e+03,4.353594547863538330e-09,7.865180388201038634e-05,4.138270871699714464e-03
4.332849111694361454e+03,3.637015638292555219e-09,9.790830077762537932e-05,5.029775858230375006e-03
4.334025557285372997e+03,3.779849762511166998e-09,1.519598856815726105e-04,6.696580978837566277e-03
4.335202002876383631e+03,6.811783666111202500e-09,8.801874452923177429e-05,4.966266761252522387e-03
4.336378448467395174e+03,8.997223213642135078e-09,1.406216864301177512e-04,3.355228275269048904e-03
4.337554894058406717e+03,9.289688375563401298e-09,1.384789056197614039e-04,5.154818706175006739e-03
4.338731339649417350e+03,5.892083331121610105e-09,4.443717562454102793e-05,4.813996919108516799e-03
4.339907785240428893e+03,5.651908774136939807e-09,6.082538781632639002e-05,1.351643419471348397e-02
4.341084230831440436e+03,3.768352353835621657e-09,4.054630279092848725e-05,7.975662880763135718e-03
4.342260676422451070e+03,2.958380810321072598e-09,9.242311583436452649e-05,5.616607211218481964e-03
4.343437122013462613e+03,5.668030308351845374e-09,5.587922684325430926e-05,4.960402215794547202e-03
4.344613567604474156e+03,5.752072501748759016e-09,1.261004094409305979e-04,1.045277589595330209e-02
4.345790013195484789e+03,5.280718245528446690e-09,7.700487308778720421e-05,1.390113537403172639e-03
4.346966458786496332e+03,5.381299281098659755e-09,3.399140116120091771e-05,6.335188183241225422e-03
4.348142904377507875e+03,4.880505640088001004e-09,2.470438857562525507e-05,5.036190635245262059e-03
4.349319349968518509e+03,4.351078903274790564e-09,5.202222564973201088e-05,6.334282652556233115e-03
4.350495795559530052e+03,7.193018630580151333e-09,9.286745305853184309e-05,1.224445996765203409e-02
4.351672241150540685e+03,7.999565773937963592e-09,4.058496273835973949e-05,5.470700668642016103e-03
4.352848686741552228e+03,8.428664263149525008e-09,1.085558115648463791e-04,2.369920320635215179e-03
4.354025132332563771e+03,7.641550174772594813e-09,1.499932983695098567e-04,2.771867772197956960e-03
4.355201577923574405e+03,1.006840394735866353e-08,1.851373510129655602e-04,1.188769812508841568e-02
4.356378023514585948e+03,8.380610088674902010e-09,1.879180187044102255e-04,1.090059608632549561e-02
4.357554469105597491e+03,6.549819607780865651e-09,7.619282383518566305e-05,7.189157929386824283e-03
4.358730914696608124e+03,1.088986518080466040e-08,1.172727578523651438e-04,7.473615395971962110e-03
4.359907360287619667e+03,9.983844171474499790e-09,6.292495745775002897e-05,5.978591242162452531e-03
4.361083805878631210e+03,1.321516614679811164e-08,1.513308921972159580e-04,4.667908412537114839e-03
4.362260251469641844e+03,1.088638423759161077e-08,1.912894282892645451e-04,1.433801866611659863e-02
4.363436697060653387e+03,1.015718639763680232e-08,2.189793938697562326e-04,1.427370993887447717e-02
4.364613142651664930e+03,1.001105976654618094e-08,1.828765728470026236e-05,4.589489321630965332e-03
4.365789588242675563e+03,1.088881263850723505e-08,2.171088526583500491e-04,1.227695862983835956e-02
4.366966033833687106e+03,8.065107299151124968e-09,1.370465915877275786e-04,7.299588041325954027e-03
4.368142479424698649e+03,9.470487501268219736e-09,2.371316628655902069e-04,6.414154614612864978e-03
4.369318925015709283e+03,8.755907898743669362e-09,2.097571568044335913e-04,7.599139392547938146e-03
4.370495370606720826e+03,3.447590927350055242e-09,9.375077878977167362e-05,9.894621408672489224e-03
4.371671816197732369e+03,3.452432502779221609e-09,9.274110653229977177e-05,8.605816718433641210e-03
4.372848261788743002e+03,3.030546243137805268e-09,1.960697275621397899e-04,8.276293501686867934e-03
4.374024707379754545e+03,3.358363126699112663e-09,2.498171817701935662e-04,1.094519741000947108e-02
4.375201152970766088e+03,7.080315419034115754e-09,1.943409804882882566e-04,8.010273818145782071e-03
4.376377598561776722e+03,6.012138067672993045e-09,1.275399077481972746e-04,2.771118492010368143e-03
4.377554044152788265e+03,3.658449994778811072e-09,1.375495619267482938e-05,1.016100120206028974e-02
4.378730489743799808e+03,2.998896194386012122e-09,6.949544453839819611e-05,1.225812278976020665e-02
4.379906935334810441e+03,1.853857546440230396e-09,4.941809863304736777e-05,1.107639410342040921e-02
4.381083380925821984e+03,2.827958228572667177e-09,7.822603874427256699e-05,3.028472865763014599e-03
4.382259826516833527e+03,3.702587363160253412e-09,7.047540181864094726e-05,1.118416968377985467e-02
4.383436272107844161e+03,5.352007608353486560e-09,9.403902089515488128e-05,6.057689968145943404e-03
4.384612717698855704e+03,8.537274892139701897e-09,8.909742098749378475e-05,6.942263725841126519e-03
4.385789163289866337e+03,1.187371321817828547e-08,8.028432828118338448e-05,2.844892499563337219e-03
4.386965608880877880e+03,1.298345161089430240e-08,8.145016517230102213e-05,8.118445370796700811e-03
4.388142054471889423e+03,1.337770656742838351e-08,1.038398216976320077e-04,6.345770729168481381e-03
4.389318500062900057e+03,1.338150213161544727e-08,3.792730290235658304e-05,9.406868039489382771e-03
4.390494945653911600e+03,1.569406345495744163e-08,5.813871058900589508e-05,1.701190084882422265e-02
4.391671391244923143e+03,1.609217487703062766e-08,7.579055639770212679e-05,8.517885319279407813e-03
4.392847836835933776e+03,1.523414270120581108e-08,7.961343214812469690e-05,4.353595532313210906e-03
4.394024282426945319e+03,1.285903783833529838e-08,1.331677752700406096e-04,6.532908922522036657e-03
4.395200728017956862e+03,7.416378331764453371e-09,1.478334096855120968e-04,5.619437541359532419e-03
4.396377173608967496e+03,5.672091748711293699e-09,1.311639256293660200e-04,5.351932919902747075e-03
4.397553619199979039e+03,4.290959315776895668e-09,1.095553738649440121e-04,4.881697005225490993e-03
4.398730064790990582e+03,1.406984312166964848e-09,5.463637770442459778e-05,7.748982397970356935e-03
4.399906510382001215e+03,5.234427898253164780e-09,2.660797757926004737e-04,1.648687265578286862e-02
4.401082955973012758e+03,3.227239836302441269e-09,3.861425343400610392e-04,1.564956289123713151e-02
4.402259401564024301e+03,9.112121557828595145e-09,4.235623688713566854e-04,1.225217279344820338e-02
4.403435847155034935e+03,1.007488926599212216e-08,3.889774756693338228e-04,1.332986687850210190e-02
4.404612292746046478e+03,3.758450245822799180e-09,3.178691247688291408e-04,9.306870876003302956e-03
4.405788738337058021e+03,1.057994190572362409e-08,2.920425424515786712e-04,7.653895818639412305e-03
4.406965183928068654e+03,1.272316348881907743e-08,2.533757064007312776e-04,1.022975012004890237e-02
4.408141629519080197e+03,1.054160443348586169e-08,1.490921015516183260e-04,8.302544530925257127e-03
4.409318075110091740e+03,1.087947392703630885e-08,1.433210704873618161e-04,7.190426225473901464e-03
4.410494520701102374e+03,1.348788116741908275e-08,5.240676943364591325e-05,2.193090706965633140e-03
4.411670966292113917e+03,1.419399919615382785e-08,6.986538805440808812e-05,3.699480121079793543e-03
4.412847411883125460e+03,1.409642065224559044e-08,1.309500568736104607e-04,1.022122043965678628e-03
4.414023857474136094e+03,1.557757384501672939e-08,9.850780319507670274e-05,4.094415933694453905e-03
4.415200303065147637e+03,1.308761870944770658e-08,3.654759517238935349e-05,9.326868601049035507e-03
4.416376748656159180e+03,1.276961640174193617e-08,2.009864197050270022e-05,8.620236741332793634e-03
4.417553194247169813e+03,1.286027488806291088e-08,5.261880601851717175e-05,6.015143547467857212e-03
4.418729639838181356e+03,1.097944934255409770e-08,5.422627944108330888e-05,9.272669368899392681e-03
4.419906085429192899e+03,1.124939754770478276e-08,4.838253721835265349e-05,9.645783225051383566e-03
4.421082531020203533e+03,1.129560011131104201e-08,5.646363881242536626e-05,7.159194410494722216e-03
4.422258976611215076e+03,1.189416494576606542e-08,5.617371880027066699e-05,6.316306474686696031e-03
4.423435422202226619e+03,1.203760955741747954e-08,7.440212551696731352e-05,5.303426282408817659e-03
4.424611867793237252e+03,1.273344381141328734e-08,5.088931203532820631e-05,4.967312885551686437e-03
4.425788313384248795e+03,1.273752647076690205e-08,5.798412350955848253e-05,7.019795581818433390e-03
4.426964758975259429e+03,1.271810775752116510e-08,8.039228003050709575e-05,8.256956321528724843e-03
4.428141204566270972e+03,1.216235224833862323e-08,6.139345574200802890e-05,7.414575931357082240e-03
4.429317650157282515e+03,1.067409402999799642e-08,2.725807097537176469e-05,4.871076485148272475e-03
4.430494095748293148e+03,9.451260771063164292e-09,3.325063500812578917e-05,1.515245709180543417e-03
4.431670541339304691e+03,6.580875486606005667e-09,3.350926054949455741e-05,2.467076823252088366e-03
4.432846986930316234e+03,4.743056307809035400e-09,7.361841719858206292e-05,2.123041593174585830e-03
4.434023432521326868e+03,3.574745737594670379e-09,5.248004518037134499e-05,3.379622108327956075e-03
4.435199878112338411e+03,7.937599846696656213e-09,1.253218408113556141e-04,7.473629126559560437e-03
4.436376323703349954e+03,9.606696264347544887e-09,1.642088672186848273e-04,8.250963858205485890e-03
4.437552769294360587e+03,7.606853335998484463e-09,1.401777467961984314e-04,1.385692767791450904e-02
4.438729214885372130e+03,4.693961422100834762e-09,1.689528393216362177e-04,1.415055267286534531e-02
4.439905660476383673e+03,2.973186830028060748e-09,1.393501932874778191e-04,8.034411599160894493e-03
4.441082106067394307e+03,4.851650840671936917e-09,9.691906151058006134e-05,6.489467012325061610e-03
4.442258551658405850e+03,4.583784911260193760e-09,1.564020632402103345e-04,1.298580583305673081e-02
4.443434997249417393e+03,4.748797062135465717e-09,1.806129966077240788e-04,1.034676417731555248e-02
4.444611442840428026e+03,9.296849085900572795e-09,1.958130212883044292e-04,3.849275628448547634e-03
4.445787888431439569e+03,1.254217053671141593e-08,1.741694786421193260e-04,5.625419751301947296e-03
4.446964334022451112e+03,8.957709542597726897e-09,1.516717768924646719e-04,8.583223300575273940e-03
4.448140779613461746e+03,9.011642732727217454e-09,1.359552553798815979e-04,5.097134969085348119e-03
4.449317225204473289e+03,1.080160245045446415e-08,1.316463316990994681e-04,5.433140987177002834e-03
4.450493670795484832e+03,1.352573922210683802e-08,2.012625197159082337e-04,1.466468089038764147e-02
4.451670116386495465e+03,1.260430983566456152e-08,2.596404945542603922e-04,1.845235176167658864e-02
4.452846561977507008e+03,1.208659982681477756e-08,1.851472003183144343e-04,1.171684160341019028e-02
4.454023007568518551e+03,1.500770738533284745e-08,1.124794267991692536e-04,7.159519334113316480e-03
4.455199453159529185e+03,1.736791868227668854e-08,9.382052669054690873e-05,7.208684675347494866e-03
4.456375898750540728e+03,1.766060746346723149e-08,8.652625115264431352e-05,4.455095718943566201e-03
4.457552344341552271e+03,1.568786439614300342e-08,3.208826222561397308e-05,8.062208438323037116e-03
4.458728789932562904e+03,1.427344363460773363e-08,1.630661191339778974e-05,1.019596975303532251e-02
4.459905235523574447e+03,1.331078635221460711e-08,5.204427409698174334e-05,1.215591073204182714e-02
4.461081681114585081e+03,1.292179863153894439e-08,7.749478771099093126e-05,1.276963438221468197e-02
4.462258126705596624e+03,1.260378430883132330e-08,7.983386655316115639e-05,9.863426072542147427e-03
4.463434572296608167e+03,1.130935567933943683e-08,4.112377698779652997e-05,5.067283701774202669e-03
4.464611017887618800e+03,9.988724397604601550e-09,3.111447115604861797e-05,1.614147319200237660e-03
4.465787463478630343e+03,7.825551765229588150e-09,4.538450996692109296e-05,9.713577492520247825e-03
4.466963909069641886e+03,8.585975933776041471e-09,1.530911844420865784e-04,1.046801962768295798e-02
4.468140354660652520e+03,9.858879980647522868e-09,1.297034112671155523e-04,4.738257352556596823e-03
